3 Biotech,3 Biotech,,2190-5738,Jul 2011,
The Open Rheumatology Journal,Open Rheumatol J,,1874-3129,2007,
The Open Virology Journal,Open Virol J,,1874-3579,2007,
Ophthalmic Research,Ophthalmic Res,0030-3747,1423-0259,Nov 2009,May 2012
Ophthalmology and Eye Diseases,Ophthalmol Eye Dis,,1179-1721,2009,
Ophthalmology and Therapy,Ophthalmol Ther,2193-8245,2193-6528,Dec 2012,
Ophthalmologica. International Journal of Ophthalmology,Ophthalmologica,0030-3755,1423-0267,May 2009,May 2012
Optics Express,Opt Express,,1094-4087,Jan 2011,
Oral & Implantology,Oral Implantol (Rome),1974-5648,2035-2468,Apr 2008,
Organic and Medicinal Chemistry Letters,Org Med Chem Lett,,2191-2858,2011,
Organogenesis,Organogenesis,1547-6278,1555-8592,Jul 2004,
ORL; journal for oto-rhino-laryngology and its related specialties,ORL J Otorhinolaryngol Relat Spec,0301-1569,1423-0275,Dec 2008,May 2012
Orphanet Journal of Rare Diseases,Orphanet J Rare Dis,,1750-1172,2006,
Orthopedic Reviews,Orthop Rev (Pavia),2035-8237,2035-8164,Jun 2009,
Osong Public Health and Research Perspectives,Osong Public Health Res Perspect,2210-9099,2233-6052,Dec 2010,
Osteopathic Medicine and Primary Care,Osteopath Med Prim Care,,1750-4732,2007,Dec 2010
Oxford Journal of Legal Studies,Oxf J Leg Stud,0143-6503,,Jul 2013,
Oxidative Medicine and Cellular Longevity,Oxid Med Cell Longev,1942-0900,1942-0994,Oct 2008,
Pharmacy and Therapeutics,P T,1052-1372,,Jan 2008,
Paediatrics & Child Health,Paediatr Child Health,1205-7088,1918-1485,May 1997,
Pain Research & Management : The Journal of the Canadian Pain Society,Pain Res Manag,1203-6765,1918-1523,Mar 2006,
Pain Research and Treatment,Pain Res Treat,2090-1542,2090-1550,2010,
Pain and Therapy,Pain Ther,2193-8237,2193-651X,Dec 2012,
Pakistan Journal of Medical Sciences,Pak J Med Sci,1682-024X,1681-715X,Jan 2013,
The Pan African Medical Journal,Pan Afr Med J,,1937-8688,2008,
Pancreatology,Pancreatology,1424-3903,1424-3911,Jul 2007,May 2012
Parasites & Vectors,Parasit Vectors,,1756-3305,2008,
Parasite,Parasite,1252-607X,1776-1042,Feb 2011,
Parkinson's Disease,Parkinsons Dis,2090-8083,2042-0080,2010,
Particle and Fibre Toxicology,Part Fibre Toxicol,,1743-8977,2004,
Pathobiology of Aging & Age Related Diseases,Pathobiol Aging Age Relat Dis,,2001-0001,2011,
Pathobiology,Pathobiology,1015-2008,1423-0291,Jun 2009,May 2012
Pathogens and Global Health,Pathog Glob Health,2047-7724,2047-7732,Mar 2012,
PathoGenetics,Pathogenetics,,1755-8417,2008,Dec 2010
Pathology Research International,Patholog Res Int,2090-8091,2042-003X,2010,
Pathophysiology of Haemostasis and Thrombosis,Pathophysiol Haemost Thromb,1424-8832,1424-8840,Jan 2009,Dec 2010
Patient preference and adherence,Patient Prefer Adherence,,1177-889X,2007,
Patient Related Outcome Measures,Patient Relat Outcome Meas,,1179-271X,Jul 2010,
Patient Safety in Surgery,Patient Saf Surg,,1754-9493,2007,
"Pediatric Allergy, Immunology, and Pulmonology",Pediatr Allergy Immunol Pulmonol,2151-321X,2151-3228,Jun 2008,
"Pediatric Gastroenterology, Hepatology & Nutrition",Pediatr Gastroenterol Hepatol Nutr,2234-8646,2234-8840,Dec 2012,
Pediatric Neurosurgery,Pediatr Neurosurg,1016-2291,1423-0305,Sep 2009,May 2012
Pediatric Reports,Pediatr Rep,2036-749X,2036-7503,Jun 2009,
Pediatric Rheumatology Online Journal,Pediatr Rheumatol Online J,,1546-0096,2007,
Pediatrics,Pediatrics,0031-4005,1098-4275,Jan 2011,
PeerJ,PeerJ,,2167-8359,Jan 2013,
Perioperative Medicine,Perioper Med (Lond),,2047-0525,2012,
Peritoneal Dialysis International : Journal of the International Society for Peritoneal Dialysis,Perit Dial Int,0896-8608,1718-4304,Jan 2012,
The Permanente Journal,Perm J,1552-5767,1552-5775,Feb 2005,
Persoonia : Molecular Phylogeny and Evolution of Fungi,Persoonia,0031-5850,1878-9080,Jun 2008,
Perspectives in Clinical Research,Perspect Clin Res,2229-3485,2229-5488,Jan 2010,
Perspectives in Health Information Management,Perspect Health Inf Manag,,1559-4122,2004,
Perspectives on Medical Education,Perspect Med Educ,2212-2761,2212-277X,Mar 2012,
Perspectives in Medicinal Chemistry,Perspect Medicin Chem,,1177-391X,2007,
Pharmaceutical Methods,Pharm Methods,2229-4708,2229-4716,Oct 2010,Nov 2012
Pharmacy Practice,Pharm Pract (Granada),1885-642X,1886-3655,2006,
Pharmaceuticals,Pharmaceuticals (Basel),,1424-8247,Jan 2004,
Pharmaceutics,Pharmaceutics,,1999-4923,Dec 2009,
Pharmacognosy Magazine,Pharmacogn Mag,0973-1296,0976-4062,Jan 2010,
Pharmacognosy Reviews,Pharmacogn Rev,0973-7847,0976-2787,Jan 2010,
Pharmacognosy Research,Pharmacognosy Res,0976-4836,0974-8490,Jan 2010,
Pharmacological Reviews,Pharmacol Rev,0031-6997,1521-0081,Jan 2009,
Pharmacology,Pharmacology,0031-7012,1423-0313,Oct 2008,May 2012
Pharmacogenomics and Personalized Medicine,Pharmgenomics Pers Med,,1178-7066,2008,
"Philosophy, Ethics, and Humanities in Medicine : PEHM",Philos Ethics Humanit Med,,1747-5341,2006,
"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences",Philos Trans A Math Phys Eng Sci,1364-503X,1471-2962,Jan 2009,
Philosophical Transactions of the Royal Society B: Biological Sciences,Philos Trans R Soc Lond B Biol Sci,0962-8436,1471-2970,Jan 1997,
Phonetica,Phonetica,0031-8388,1423-0321,Apr 2009,May 2012
Photomedicine and Laser Surgery,Photomed Laser Surg,1549-5418,1557-8550,Jun 2008,
Physics of Fluids,Phys Fluids (1994),1070-6631,1089-7666,Apr 2008,
Physics of Plasmas,Phys Plasmas,1070-664X,1089-7674,Apr 2008,
Physical Therapy,Phys Ther,0031-9023,1538-6724,May 2008,
Physiological Genomics,Physiol Genomics,1094-8341,1531-2267,Jul 2008,
Physiology and Molecular Biology of Plants,Physiol Mol Biol Plants,0971-5894,0974-0430,Apr 2008,
Physiological Reports,Physiol Rep,,2051-817X,Jun 2013,
Physiological Reviews,Physiol Rev,0031-9333,1522-1210,Jan 2013,
Physiology,Physiology (Bethesda),1548-9213,1548-9221,Jan 2013,
Physiotherapy Canada,Physiother Can,0300-0508,1708-8313,Jan 2008,
PhytoKeys,PhytoKeys,1314-2011,1314-2003,2010,
The Plant Cell,Plant Cell,1040-4651,1532-298X,Jan 1989,
Plant and Cell Physiology,Plant Cell Physiol,0032-0781,1471-9053,Aug 2008,
Plant Methods,Plant Methods,,1746-4811,2005,
Plant Physiology,Plant Physiol,0032-0889,1532-2548,Jan 1926,
Plant Signaling & Behavior,Plant Signal Behav,1559-2316,1559-2324,Jan 2006,
Plastic Surgery International,Plast Surg Int,2090-1461,2090-147X,2010,
PLoS Biology,PLoS Biol,1544-9173,1545-7885,Oct 2003,
PLoS Computational Biology,PLoS Comput Biol,1553-734X,1553-7358,Jun 2005,
PLoS Currents,PLoS Curr,,2157-3999,2009,
PLoS Genetics,PLoS Genet,1553-7390,1553-7404,Jul 2005,
PLoS Medicine,PLoS Med,1549-1277,1549-1676,Oct 2004,
PLoS Neglected Tropical Diseases,PLoS Negl Trop Dis,1935-2727,1935-2735,Oct 2007,
PLoS ONE,PLoS One,,1932-6203,2006,
PLoS Pathogens,PLoS Pathog,1553-7366,1553-7374,Sep 2005,
Polish Journal of Radiology,Pol J Radiol,1733-134X,1899-0967,Jan 2010,
Population Health Management,Popul Health Manag,1942-7891,1942-7905,Jun 2008,
Population Health Metrics,Popul Health Metr,,1478-7954,2003,
Advances in Dermatology and Allergology/Post&#x00229;py Dermatologii i Alergologii,Postepy Dermatol Alergol,1642-395X,2299-0046,Feb 2013,
Post&#x00119;py w Kardiologii Interwencyjnej = Advances in Interventional Cardiology,Postepy Kardiol Interwencyjnej,1734-9338,1897-4295,2013,
PPAR Research,PPAR Res,1687-4757,1687-4765,2006,
Preventing Chronic Disease,Prev Chronic Dis,,1545-1151,Jan 2004,
Preventive Nutrition and Food Science,Prev Nutr Food Sci,2287-1098,2287-8602,Mar 2012,
The Primary Care Companion for CNS Disorders,Prim Care Companion CNS Disord,2155-7772,2155-7780,2011,
Prion,Prion,1933-6896,1933-690X,Jan 2007,
Proceedings (Baylor University. Medical Center),Proc (Bayl Univ Med Cent),0899-8280,,Jan 2000,
Proceedings of the American Thoracic Society,Proc Am Thorac Soc,1546-3222,1943-5665,Aug 2005,
Proceedings of the Royal Society B: Biological Sciences,Proc Biol Sci,0962-8452,1471-2954,Jan 1997,
"Proceedings of the Japan Academy. Series B, Physical and Biological Sciences",Proc Jpn Acad Ser B Phys Biol Sci,0386-2208,1349-2896,Feb 2007,
"Proceedings. Mathematical, Physical, and Engineering Sciences / The Royal Society",Proc Math Phys Eng Sci,1364-5021,1471-2946,Jan 2009,
Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,0027-8424,1091-6490,Jan 1915,
Progress in Orthodontics,Prog Orthod,1723-7785,2196-1042,2013,
Prostate Cancer,Prostate Cancer,2090-3111,2090-312X,2011,
Prostate International,Prostate Int,2287-8882,2287-903X,2013,
Protein & Cell,Protein Cell,1674-800X,1674-8018,Jan 2014,
"Protein Engineering, Design and Selection",Protein Eng Des Sel,1741-0126,1741-0134,Aug 2008,
Protein Science : A Publication of the Protein Society,Protein Sci,0961-8368,1469-896X,Jan 1992,
Proteome Science,Proteome Sci,,1477-5956,2003,
Przegla&#x0031c;d Gastroenterologiczny,Prz Gastroenterol,1895-5770,1897-4317,2013,
The Psychiatric Bulletin,Psychiatr Bull (2014),2053-4868,2053-4876,Feb 2014,
Psychiatry Investigation,Psychiatry Investig,1738-3684,1976-3026,Mar 2008,
Psychiatry Journal,Psychiatry J,2314-4327,2314-4335,2013,
Psychology Research and Behavior Management,Psychol Res Behav Manag,,1179-1578,2008,
Psychopathology,Psychopathology,0254-4962,1423-033X,Jun 2009,May 2012
GMS Psycho-Social-Medicine,Psychosoc Med,,1860-5214,2004,
Psychotherapy and Psychosomatics,Psychother Psychosom,0033-3190,1423-0348,Apr 2009,May 2012
Public Health Ethics,Public Health Ethics,1754-9973,1754-9981,Aug 2008,
Public Health Genomics,Public Health Genomics,1662-4246,1662-8063,Sep 2008,May 2012
Public Health Reports,Public Health Rep,0033-3549,1468-2877,Jul 1974,
Public Opinion Quarterly,Public Opin Q,0033-362X,1537-5331,Apr 2009,
Pulmonary Circulation,Pulm Circ,2045-8932,2045-8940,Jan 2011,
Pulmonary Medicine,Pulm Med,2090-1836,2090-1844,2010,
Purinergic Signalling,Purinergic Signal,1573-9538,1573-9546,Dec 2004,
Qatar Medical Journal,Qatar Med J,0253-8253,2227-0426,2012,
QJM: An International Journal of Medicine,QJM,1460-2725,1460-2393,Aug 2008,
Quantitative Imaging in Medicine and Surgery,Quant Imaging Med Surg,2223-4292,2223-4306,Dec 2011,
"Radiation Oncology (London, England)",Radiat Oncol,,1748-717X,2006,
Radiation Oncology Journal,Radiat Oncol J,2234-1900,2234-3164,Sep 2011,
Radiation Protection Dosimetry,Radiat Prot Dosimetry,0144-8420,1742-3406,Jan 2010,
Radiographics,Radiographics,0271-5333,1527-1323,Jan 2009,Sep 2013
Radiology and Oncology,Radiol Oncol,1318-2099,1581-3207,Mar 2010,
Radiology Research and Practice,Radiol Res Pract,2090-1941,2090-195X,2011,
Radiology,Radiology,0033-8419,1527-1315,Aug 2008,Sep 2013
Rambam Maimonides Medical Journal,Rambam Maimonides Med J,,2076-9172,Jul 2010,
Rare Diseases,Rare Dis,,2167-5511,2013,
Rare Tumors,Rare Tumors,2036-3605,2036-3613,Jul 2009,
Redox Biology,Redox Biol,,2213-2317,2013,
Rehabilitation Research and Practice,Rehabil Res Pract,2090-2867,2090-2875,2010,
Rejuvenation Research,Rejuvenation Res,1549-1684,1557-8577,Jun 2008,
Reports of Practical Oncology and Radiotherapy,Rep Pract Oncol Radiother,1507-1367,2083-4640,Jan 2010,
Reproductive Biology and Endocrinology : RB&E,Reprod Biol Endocrinol,,1477-7827,2003,
Reproductive Health,Reprod Health,,1742-4755,2004,
Reproductive Sciences,Reprod Sci,1933-7191,1933-7205,Jan 2011,
Research in Pharmaceutical Sciences,Res Pharm Sci,1735-5362,1735-9414,Jul 2009,
Research and Reports in Urology,Res Rep Urol,,2253-2447,2012,
Respiratory Research,Respir Res,1465-9921,1465-993X,2000,
Respiration,Respiration,0025-7931,1423-0356,Aug 2009,May 2012
Restorative Dentistry & Endodontics,Restor Dent Endod,2234-7658,2234-7666,Aug 2012,
Results in Immunology,Results Immunol,,2211-2839,May 2011,
Retrovirology,Retrovirology,,1742-4690,2004,
Revista Brasileira de Hematologia e Hemoterapia,Rev Bras Hematol Hemoter,1516-8484,1806-0870,2011,
Revista Brasileira de Terapia Intensiva,Rev Bras Ter Intensiva,0103-507X,1982-4335,Oct 2012,
The Review of Diabetic Studies : RDS,Rev Diabet Stud,1613-6071,1614-0575,Mar 2004,
Revista do Instituto de Medicina Tropical de S&#x000e3;o Paulo,Rev Inst Med Trop Sao Paulo,0036-4665,1678-9946,Sep 2013,
Reviews in Obstetrics and Gynecology,Rev Obstet Gynecol,1941-2797,2153-8166,Jan 2008,
The Review of Scientific Instruments,Rev Sci Instrum,0034-6748,1089-7623,Apr 2008,
Reviews in Urology,Rev Urol,1523-6161,,Mar 1999,
"Rheumatology (Oxford, England)",Rheumatology (Oxford),1462-0324,1462-0332,Aug 2008,
Rice,Rice (N Y),1939-8425,1939-8433,2012,
Risk Management and Healthcare Policy,Risk Manag Healthc Policy,,1179-1594,2008,
RNA,RNA,1355-8382,1469-9001,Mar 1995,
RNA Biology,RNA Biol,1547-6286,1555-8584,Jul 2010,
Safety and Health at Work,Saf Health Work,2093-7911,2093-7997,Sep 2010,
Sarcoma,Sarcoma,1357-714X,1369-1643,Mar 1997,
The Saudi Dental Journal,Saudi Dent J,1013-9052,1658-3558,Jul 2009,
Saudi Journal of Anaesthesia,Saudi J Anaesth,1658-354X,0975-3125,Jul 2009,
Saudi Journal of Biological Sciences,Saudi J Biol Sci,1319-562X,2213-7106,Jul 2009,
Saudi Journal of Gastroenterology : Official Journal of the Saudi Gastroenterology Association,Saudi J Gastroenterol,1319-3767,1998-4049,Oct 2008,
Saudi Journal of Ophthalmology,Saudi J Ophthalmol,1319-4534,,Jul 2009,
Saudi Pharmaceutical Journal : SPJ,Saudi Pharm J,1319-0164,2213-7475,Jul 2009,
Scandinavian Journal of Primary Health Care,Scand J Prim Health Care,0281-3432,1502-7724,2007,
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",Scand J Trauma Resusc Emerg Med,,1757-7241,2008,
Schizophrenia Bulletin,Schizophr Bull,0586-7614,1745-1701,Jan 2006,
Schizophrenia Research and Treatment,Schizophr Res Treatment,2090-2085,2090-2093,2011,
Scientia Pharmaceutica,Sci Pharm,0036-8709,2218-0532,2010,
Scientific Reports,Sci Rep,,2045-2322,2011,
Scientifica,Scientifica (Cairo),,2090-908X,2012,
The Scientific World Journal,ScientificWorldJournal,2356-6140,1537-744X,2011,
Scoliosis,Scoliosis,,1748-7161,2006,
Self Nonself,Self Nonself,1938-2030,1938-2049,Jan 2010,
Seminars in Interventional Radiology,Semin Intervent Radiol,0739-9529,1098-8963,Mar 2004,
Seminars in Plastic Surgery,Semin Plast Surg,1535-2188,1536-0067,Feb 2004,
"Sensors (Basel, Switzerland)",Sensors (Basel),,1424-8220,Jan 2003,
Sexual Development,Sex Dev,1661-5425,1661-5433,Mar 2009,May 2012
Shanghai Archives of Psychiatry,Shanghai Arch Psychiatry,1002-0829,,Feb 2013,
Silence,Silence,,1758-907X,2010,Dec 2013
Skeletal Muscle,Skelet Muscle,,2044-5040,2011,
Skin Pharmacology and Physiology,Skin Pharmacol Physiol,1660-5527,1660-5535,Apr 2009,May 2012
Sleep,Sleep,0161-8105,1550-9109,Jun 2007,
Sleep Disorders,Sleep Disord,2090-3545,2090-3553,2011,
Small GTPases,Small GTPases,2154-1248,2154-1256,Jul 2010,
Social Cognitive and Affective Neuroscience,Soc Cogn Affect Neurosci,1749-5016,1749-5024,Jun 2006,
Social History of Medicine,Soc Hist Med,0951-631X,1477-4666,Aug 2008,
Social Work Research,Soc Work Res,1070-5309,1545-6838,Jan 2014,
Socioaffective Neuroscience & Psychology,Socioaffect Neurosci Psychol,,2000-9011,2011,
Source Code for Biology and Medicine,Source Code Biol Med,,1751-0473,2006,
South Asian Journal of Cancer,South Asian J Cancer,2278-330X,2278-4306,Jul 2012,
Spermatogenesis,Spermatogenesis,2156-5554,2156-5562,Jan 2011,
Sports Health,Sports Health,1941-7381,1941-0921,Jan 2009,
SpringerPlus,Springerplus,,2193-1801,2012,
Standards in Genomic Sciences,Stand Genomic Sci,,1944-3277,Jul 2009,
Statistical Applications in Genetics and Molecular Biology,Stat Appl Genet Mol Biol,2194-6302,1544-6115,Jan 2008,Dec 2011
Stem Cell Reports,Stem Cell Reports,,2213-6711,Jun 2013,
Stem Cell Research & Therapy,Stem Cell Res Ther,,1757-6512,2010,
Stem Cells and Cloning : Advances and Applications,Stem Cells Cloning,,1178-6957,2008,
Stem Cells and Development,Stem Cells Dev,1547-3287,1557-8534,Jun 2008,
Stem Cells International,Stem Cells Int,1687-966X,1687-9678,2010,
Stem Cells Translational Medicine,Stem Cells Transl Med,2157-6564,2157-6580,Jan 2012,
Stereotactic and Functional Neurosurgery,Stereotact Funct Neurosurg,1011-6125,1423-0372,Jul 2008,May 2012
Strategies in Trauma and Limb Reconstruction,Strategies Trauma Limb Reconstr,1828-8936,1828-8928,Dec 2006,
Stroke Research and Treatment,Stroke Res Treat,2090-8105,2042-0056,2010,
Studies in Mycology,Stud Mycol,0166-0616,1872-9797,2006,
Substance Abuse: Research and Treatment,Subst Abuse,,1178-2218,2008,
Substance Abuse and Rehabilitation,Subst Abuse Rehabil,,1179-8467,2010,
"Substance Abuse Treatment, Prevention, and Policy",Subst Abuse Treat Prev Policy,,1747-597X,2006,
Sultan Qaboos University Medical Journal,Sultan Qaboos Univ Med J,2075-051X,2075-0528,Jun 2006,
Surgical Infections,Surg Infect (Larchmt),1096-2964,1557-8674,Jun 2008,
Surgical Neurology International,Surg Neurol Int,2229-5097,2152-7806,2010,
Systematic Biology,Syst Biol,1063-5157,1076-836X,Feb 2009,
Systematic Reviews,Syst Rev,,2046-4053,2012,
Systems and Synthetic Biology,Syst Synth Biol,1872-5325,1872-5333,Mar 2007,
Tanaffos,Tanaffos,1735-0344,2345-3729,2011,
Telemedicine Journal and e-Health,Telemed J E Health,1530-5627,1556-3669,Jun 2008,
Texas Heart Institute Journal,Tex Heart Inst J,0730-2347,1526-6702,Mar 1982,
Theoretical Biology & Medical Modelling,Theor Biol Med Model,,1742-4682,2004,
Therapeutic Advances in Chronic Disease,Ther Adv Chronic Dis,2040-6223,2040-6231,Jan 2010,
Therapeutic Advances in Drug Safety,Ther Adv Drug Saf,2042-0986,2042-0994,Oct 2010,
Therapeutic Advances in Endocrinology and Metabolism,Ther Adv Endocrinol Metab,2042-0188,2042-0196,Feb 2010,
Therapeutic Advances in Hematology,Ther Adv Hematol,2040-6207,2040-6215,Feb 2010,
Therapeutic Advances in Infectious Disease,Ther Adv Infect Dis,2049-9361,2049-937X,Feb 2013,
Therapeutic Advances in Medical Oncology,Ther Adv Med Oncol,1758-8340,1758-8359,Jul 2009,
Therapeutic Advances in Musculoskeletal Disease,Ther Adv Musculoskelet Dis,1759-720X,1759-7218,Feb 2009,
Therapeutic Advances in Neurological Disorders,Ther Adv Neurol Disord,1756-2856,1756-2864,Jul 2008,
Therapeutic Advances in Psychopharmacology,Ther Adv Psychopharmacol,2045-1253,2045-1261,Feb 2011,
Therapeutic Advances in Urology,Ther Adv Urol,1756-2872,1756-2880,Apr 2009,
Therapeutic Advances in Vaccines,Ther Adv Vaccines,2051-0136,2051-0144,May 2013,
Therapeutics and Clinical Risk Management,Ther Clin Risk Manag,1176-6336,1178-203X,Mar 2005,
Therapeutic Hypothermia and Temperature Management,Ther Hypothermia Temp Manag,2153-7658,2153-7933,Jun 2008,
Theranostics,Theranostics,,1838-7640,2011,
Therapeutic Advances in Gastroenterology,Therap Adv Gastroenterol,1756-283X,1756-2848,Jul 2008,
GMS Thoracic Surgical Science,Thorac Surg Sci,,1862-4006,2004,Dec 2011
Thrombosis Journal,Thromb J,,1477-9560,2003,
Thrombosis,Thrombosis,2090-1488,2090-1496,2010,
Thyroid,Thyroid,1050-7256,1557-9077,Jun 2008,
Thyroid Research,Thyroid Res,,1756-6614,2008,
Tissue Barriers,Tissue Barriers,2168-8362,2168-8370,Jan 2013,
Tissue Engineering. Part A,Tissue Eng Part A,1937-3341,1937-335X,Jun 2008,
"Tissue Engineering. Part B, Reviews",Tissue Eng Part B Rev,1937-3368,1937-3376,Jun 2008,
"Tissue Engineering. Part C, Methods",Tissue Eng Part C Methods,1937-3384,1937-3392,Jun 2008,
Tobacco Induced Diseases,Tob Induc Dis,2070-7266,1617-9625,2003,
Topics in Spinal Cord Injury Rehabilitation,Top Spinal Cord Inj Rehabil,1082-0744,1945-5763,Jan 2012,
Toxicology International,Toxicol Int,0971-6580,0976-5131,Jan 2010,
Toxicological Research,Toxicol Res,1976-8257,2234-2753,Mar 2010,
Toxicological Sciences,Toxicol Sci,1096-6080,1096-0929,Aug 2008,
Toxins,Toxins (Basel),,2072-6651,Sep 2009,
Transactions of the American Clinical and Climatological Association,Trans Am Clin Climatol Assoc,0065-7778,,1933,
Transactions of the American Ophthalmological Society,Trans Am Ophthalmol Soc,0065-9533,1545-6110,1865,
Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans R Soc Trop Med Hyg,0035-9203,1878-3503,Aug 2013,
Transcription,Transcription,2154-1264,2154-1272,Jul 2010,
Transfusion Medicine and Hemotherapy,Transfus Med Hemother,1660-3796,1660-3818,Jan 2010,
Translational Behavioral Medicine,Transl Behav Med,1869-6716,1613-9860,Mar 2011,
Translational Medicine @ UniSa,Transl Med UniSa,,2239-9747,Sep 2011,
Translational Neurodegeneration,Transl Neurodegener,,2047-9158,2012,
Translational Oncogenomics,Transl Oncogenomics,,1177-2727,2006,
Translational Oncology,Transl Oncol,,1936-5233,Mar 2008,
Translational Psychiatry,Transl Psychiatry,,2158-3188,Jan 2012,
Translational Vision Science & Technology,Transl Vis Sci Technol,,2164-2591,May 2012,
Transplantation Research,Transplant Res,,2047-1440,2012,
Trauma Monthly,Trauma Mon,2251-7464,2251-7472,Mar 2012,
Tree Physiology,Tree Physiol,0829-318X,1758-4469,Mar 2010,
Tremor and Other Hyperkinetic Movements,Tremor Other Hyperkinet Mov (N Y),,2160-8288,2011,
Trials,Trials,,1745-6215,2006,
Tropical Life Sciences Research,Trop Life Sci Res,1985-3718,2180-4249,Dec 2009,
Tropical Medicine and Health,Trop Med Health,1348-8945,1349-4147,Mar 2011,
Tropical Parasitology,Trop Parasitol,2229-5070,2229-7758,Jan 2011,
Tuberculosis Research and Treatment,Tuberc Res Treat,2090-150X,2090-1518,2010,
Tuberculosis and Respiratory Diseases,Tuberc Respir Dis (Seoul),1738-3536,2005-6184,Mar 2012,
Tumour Biology,Tumour Biol,1010-4283,1423-0380,Aug 2009,May 2012
Turkish Journal of Hematology,Turk J Haematol,1300-7777,1308-5263,Mar 2012,
The Ulster Medical Journal,Ulster Med J,0041-6193,,Jan 1932,
Ultrasonography,Ultrasonography,2288-5919,2288-5943,Jan 2014,
United European Gastroenterology Journal,United European Gastroenterol J,2050-6406,2050-6414,Feb 2013,
Upsala Journal of Medical Sciences,Ups J Med Sci,0300-9734,2000-1967,Mar 2009,
Urology Annals,Urol Ann,0974-7796,0974-7834,Jan 2010,
Urologia Internationalis,Urol Int,0042-1138,1423-0399,Jul 2009,May 2012
Vascular Cell,Vasc Cell,,2045-824X,2011,
Vascular Health and Risk Management,Vasc Health Risk Manag,1176-6344,1178-2048,Mar 2005,
Vector Borne and Zoonotic Diseases,Vector Borne Zoonotic Dis,1530-3667,1557-7759,Jun 2008,
Veterinary Medicine International,Vet Med Int,2090-8113,2042-0048,2010,
Veterinary Research,Vet Res,0928-4249,1297-9716,Jan 2009,
Viral Immunology,Viral Immunol,0882-8245,1557-8976,Jun 2008,
Virology Journal,Virol J,,1743-422X,2004,
Virulence,Virulence,2150-5594,2150-5608,Jan 2010,
Viruses,Viruses,,1999-4915,Jun 2009,
Western Journal of Emergency Medicine,West J Emerg Med,1936-900X,1936-9018,Aug 2007,
Western Pacific Surveillance and Response Journal : WPSAR,Western Pac Surveill Response J,2094-7321,2094-7313,Oct 2010,
Videosurgery and other Miniinvasive Techniques,Wideochir Inne Tech Malo Inwazyjne,1895-4588,2299-0054,Sep 2011,
The World Allergy Organization Journal,World Allergy Organ J,,1939-4551,Jan 2008,
World Journal of Biological Chemistry,World J Biol Chem,,1949-8454,Jan 2010,
World Journal of Cardiology,World J Cardiol,,1949-8462,Dec 2009,
World Journal of Clinical Cases : WJCC,World J Clin Cases,,2307-8960,Apr 2013,
World Journal of Clinical Oncology,World J Clin Oncol,,2218-4333,Nov 2010,
World Journal of Critical Care Medicine,World J Crit Care Med,,2220-3141,Feb 2012,
World Journal of Diabetes,World J Diabetes,,1948-9358,Mar 2010,
World Journal of Emergency Medicine,World J Emerg Med,1920-8642,,2010,
World Journal of Emergency Surgery : WJES,World J Emerg Surg,,1749-7922,2006,
World Journal of Experimental Medicine,World J Exp Med,,2220-315X,Dec 2011,
World Journal of Gastroenterology : WJG,World J Gastroenterol,1007-9327,2219-2840,Jan 2006,
World Journal of Gastrointestinal Endoscopy,World J Gastrointest Endosc,,1948-5190,Oct 2009,
World Journal of Gastrointestinal Oncology,World J Gastrointest Oncol,,1948-5204,Oct 2009,
World Journal of Gastrointestinal Pathophysiology,World J Gastrointest Pathophysiol,,2150-5330,Apr 2010,
World Journal of Gastrointestinal Pharmacology and Therapeutics,World J Gastrointest Pharmacol Ther,,2150-5349,Feb 2010,
World Journal of Gastrointestinal Surgery,World J Gastrointest Surg,,1948-9366,Nov 2009,
World Journal of Hepatology,World J Hepatol,,1948-5182,Oct 2009,
The World Journal of Men's Health,World J Mens Health,2287-4208,2287-4690,Aug 2012,
World Journal of Nephrology,World J Nephrol,,2220-6124,Feb 2012,
World Journal of Nuclear Medicine,World J Nucl Med,1450-1147,1607-3312,Jan 2011,
World Journal of Orthopedics,World J Orthop,,2218-5836,Nov 2010,
World Journal of Psychiatry,World J Psychiatry,,2220-3206,Dec 2011,
World Journal of Radiology,World J Radiol,,1949-8470,Dec 2009,
World Journal of Stem Cells,World J Stem Cells,,1948-0210,Dec 2009,
World Journal of Surgical Oncology,World J Surg Oncol,,1477-7819,2003,
World Journal of Transplantation,World J Transplant,,2220-3230,Dec 2011,
World Journal of Virology,World J Virol,,2220-3249,Feb 2012,
World Psychiatry,World Psychiatry,1723-8617,,Feb 2002,
Worm,Worm,2162-4046,2162-4054,Jan 2012,
The Yale Journal of Biology and Medicine,Yale J Biol Med,0044-0086,1551-4056,Oct 1928,
Yonago Acta Medica,Yonago Acta Med,0513-5710,1346-8049,Sep 2010,
Yonsei Medical Journal,Yonsei Med J,0513-5796,1976-2437,Feb 2005,
Zebrafish,Zebrafish,1545-8547,1557-8542,Jun 2008,
ZooKeys,Zookeys,1313-2989,1313-2970,2010,
